East Midlands,East of England,London,North East,North West,South East,South West,West Midlands,Yorkshire and The Humber
1.0,2.0,6.0,0.0,3.0,2.0,0.0,2.0,0.0
0.0,0.0,10.0,0.0,3.0,3.0,1.0,2.0,0.0
0.0,1.0,8.0,1.0,4.0,7.0,1.0,4.0,2.0
4.0,2.0,15.0,0.0,2.0,9.0,2.0,8.0,2.0
1.0,2.0,26.0,0.0,6.0,7.0,2.0,8.0,2.0
4.0,1.0,28.0,0.0,6.0,13.0,3.0,9.0,2.0
3.0,6.0,31.0,0.0,9.0,9.0,4.0,8.0,1.0
6.0,2.0,50.0,3.0,8.0,16.0,3.0,19.0,2.0
4.0,8.0,56.0,3.0,13.0,15.0,8.0,17.0,2.0
12.0,12.0,63.0,6.0,17.0,31.0,6.0,23.0,2.0
10.0,12.0,69.0,4.0,20.0,27.0,11.0,29.0,6.0
17.0,23.0,98.0,2.0,22.0,31.0,7.0,30.0,7.0
12.0,22.0,135.0,6.0,22.0,39.0,10.0,45.0,8.0
18.0,36.0,146.0,8.0,34.0,48.0,9.0,55.0,16.0
24.0,37.0,155.0,13.0,43.0,53.0,12.0,59.0,20.0
29.0,41.0,148.0,11.0,43.0,47.0,29.0,76.0,25.0
27.0,56.0,175.0,9.0,62.0,65.0,28.0,77.0,32.0
27.0,56.0,196.0,36.0,80.0,85.0,32.0,87.0,32.0
44.0,79.0,239.0,30.0,81.0,86.0,25.0,115.0,42.0
50.0,84.0,237.0,36.0,117.0,97.0,32.0,131.0,42.0
56.0,77.0,255.0,41.0,134.0,103.0,34.0,137.0,55.0
62.0,91.0,267.0,56.0,132.0,106.0,46.0,102.0,65.0
74.0,83.0,287.0,47.0,124.0,145.0,60.0,127.0,76.0
81.0,106.0,273.0,51.0,156.0,136.0,56.0,136.0,68.0
82.0,87.0,273.0,58.0,141.0,140.0,57.0,115.0,72.0
62.0,129.0,295.0,55.0,192.0,154.0,63.0,112.0,83.0
81.0,136.0,327.0,59.0,177.0,162.0,80.0,162.0,102.0
89.0,115.0,275.0,63.0,166.0,194.0,46.0,129.0,100.0
78.0,97.0,241.0,79.0,167.0,174.0,91.0,133.0,103.0
86.0,126.0,249.0,73.0,200.0,171.0,75.0,146.0,77.0
92.0,144.0,237.0,63.0,206.0,165.0,71.0,138.0,92.0
74.0,109.0,228.0,51.0,188.0,159.0,61.0,119.0,87.0
88.0,97.0,212.0,67.0,195.0,150.0,61.0,117.0,93.0
81.0,114.0,203.0,46.0,190.0,158.0,66.0,133.0,109.0
64.0,118.0,202.0,47.0,214.0,177.0,73.0,131.0,121.0
87.0,133.0,170.0,59.0,161.0,158.0,82.0,141.0,116.0
73.0,102.0,167.0,69.0,200.0,138.0,63.0,123.0,95.0
80.0,96.0,156.0,58.0,130.0,165.0,74.0,107.0,101.0
81.0,102.0,145.0,52.0,158.0,182.0,65.0,106.0,101.0
59.0,95.0,142.0,49.0,139.0,148.0,74.0,112.0,98.0
59.0,104.0,135.0,53.0,173.0,149.0,59.0,99.0,108.0
72.0,78.0,120.0,50.0,155.0,153.0,61.0,112.0,92.0
63.0,101.0,121.0,37.0,153.0,153.0,62.0,86.0,98.0
57.0,83.0,79.0,62.0,120.0,145.0,54.0,92.0,79.0
63.0,83.0,84.0,48.0,116.0,121.0,60.0,107.0,81.0
64.0,75.0,74.0,39.0,120.0,108.0,68.0,85.0,91.0
65.0,87.0,80.0,50.0,113.0,107.0,54.0,66.0,79.0
64.0,61.0,76.0,36.0,119.0,117.0,53.0,71.0,102.0
50.0,80.0,78.0,47.0,111.0,87.0,58.0,68.0,81.0
59.0,81.0,60.0,52.0,96.0,118.0,36.0,82.0,77.0
46.0,46.0,78.0,56.0,99.0,84.0,42.0,71.0,68.0
50.0,69.0,58.0,43.0,100.0,71.0,38.0,65.0,62.0
56.0,49.0,53.0,34.0,97.0,82.0,47.0,70.0,74.0
48.0,55.0,52.0,36.0,89.0,81.0,48.0,67.0,61.0
50.0,57.0,58.0,36.0,93.0,71.0,36.0,56.0,67.0
43.0,57.0,53.0,46.0,97.0,71.0,41.0,58.0,69.0
46.0,43.0,47.0,36.0,92.0,77.0,26.0,51.0,64.0
44.0,53.0,30.0,30.0,67.0,91.0,37.0,50.0,61.0
32.0,44.0,41.0,27.0,91.0,60.0,23.0,47.0,58.0
36.0,32.0,45.0,25.0,64.0,59.0,19.0,35.0,40.0
45.0,45.0,30.0,23.0,72.0,67.0,16.0,43.0,39.0
22.0,44.0,25.0,32.0,58.0,65.0,25.0,53.0,49.0
39.0,47.0,33.0,31.0,56.0,65.0,18.0,41.0,43.0
28.0,37.0,26.0,25.0,72.0,66.0,15.0,39.0,51.0
29.0,37.0,23.0,35.0,62.0,52.0,17.0,51.0,45.0
22.0,41.0,22.0,34.0,45.0,53.0,20.0,44.0,35.0
42.0,41.0,24.0,38.0,50.0,56.0,13.0,45.0,35.0
34.0,29.0,27.0,22.0,64.0,47.0,19.0,34.0,40.0
28.0,51.0,22.0,20.0,52.0,52.0,11.0,30.0,37.0
32.0,29.0,22.0,27.0,55.0,31.0,19.0,36.0,35.0
28.0,27.0,17.0,19.0,38.0,48.0,18.0,24.0,37.0
34.0,27.0,13.0,20.0,50.0,41.0,14.0,28.0,28.0
19.0,30.0,15.0,18.0,44.0,36.0,13.0,23.0,36.0
25.0,37.0,14.0,13.0,44.0,28.0,19.0,22.0,38.0
26.0,26.0,23.0,26.0,42.0,42.0,13.0,36.0,26.0
23.0,24.0,14.0,18.0,41.0,35.0,14.0,29.0,35.0
26.0,33.0,10.0,19.0,48.0,33.0,16.0,24.0,32.0
17.0,29.0,11.0,25.0,35.0,39.0,12.0,21.0,27.0
25.0,17.0,17.0,14.0,32.0,28.0,9.0,15.0,31.0
22.0,19.0,12.0,12.0,25.0,24.0,12.0,23.0,26.0
21.0,17.0,13.0,11.0,30.0,27.0,12.0,18.0,30.0
14.0,26.0,15.0,20.0,36.0,30.0,7.0,25.0,31.0
23.0,19.0,6.0,12.0,37.0,26.0,13.0,18.0,25.0
19.0,18.0,11.0,9.0,33.0,29.0,8.0,15.0,21.0
11.0,23.0,7.0,15.0,30.0,27.0,7.0,18.0,22.0
23.0,9.0,3.0,5.0,31.0,17.0,5.0,15.0,21.0
13.0,13.0,7.0,11.0,30.0,20.0,13.0,15.0,15.0
21.0,12.0,9.0,9.0,33.0,16.0,5.0,18.0,19.0
17.0,13.0,8.0,10.0,19.0,23.0,2.0,16.0,19.0
14.0,19.0,7.0,8.0,30.0,23.0,7.0,13.0,21.0
22.0,4.0,6.0,7.0,22.0,16.0,6.0,6.0,19.0
21.0,12.0,10.0,6.0,23.0,14.0,6.0,13.0,17.0
8.0,6.0,6.0,4.0,17.0,21.0,1.0,8.0,14.0
13.0,13.0,9.0,6.0,21.0,13.0,5.0,21.0,18.0
17.0,9.0,4.0,2.0,19.0,12.0,3.0,12.0,14.0
13.0,7.0,4.0,7.0,24.0,21.0,8.0,10.0,9.0
10.0,12.0,3.0,2.0,22.0,17.0,3.0,10.0,12.0
14.0,6.0,0.0,6.0,16.0,10.0,2.0,14.0,11.0
10.0,13.0,11.0,1.0,18.0,10.0,1.0,8.0,4.0
13.0,8.0,4.0,3.0,14.0,10.0,3.0,10.0,11.0
12.0,7.0,1.0,5.0,9.0,13.0,3.0,9.0,8.0
9.0,8.0,5.0,5.0,17.0,9.0,2.0,10.0,9.0
9.0,12.0,5.0,3.0,26.0,8.0,3.0,13.0,10.0
11.0,8.0,8.0,3.0,18.0,16.0,3.0,7.0,19.0
15.0,11.0,5.0,6.0,17.0,17.0,2.0,17.0,7.0
9.0,6.0,6.0,5.0,12.0,12.0,3.0,8.0,9.0
8.0,11.0,0.0,3.0,10.0,12.0,3.0,7.0,7.0
4.0,12.0,4.0,6.0,16.0,11.0,0.0,3.0,6.0
9.0,12.0,4.0,2.0,14.0,10.0,1.0,6.0,5.0
6.0,8.0,4.0,1.0,12.0,11.0,5.0,9.0,15.0
5.0,5.0,5.0,2.0,7.0,9.0,0.0,6.0,5.0
7.0,7.0,3.0,1.0,10.0,9.0,1.0,8.0,9.0
5.0,3.0,2.0,2.0,9.0,8.0,1.0,8.0,7.0
3.0,9.0,2.0,0.0,7.0,11.0,0.0,6.0,8.0
7.0,4.0,4.0,2.0,7.0,7.0,1.0,5.0,7.0
3.0,4.0,4.0,1.0,13.0,10.0,3.0,6.0,4.0
5.0,6.0,1.0,1.0,9.0,7.0,1.0,6.0,5.0
5.0,5.0,3.0,1.0,6.0,11.0,3.0,2.0,8.0
5.0,14.0,3.0,1.0,14.0,11.0,0.0,7.0,1.0
4.0,6.0,2.0,3.0,7.0,10.0,1.0,3.0,6.0
2.0,4.0,4.0,0.0,7.0,10.0,0.0,4.0,2.0
5.0,4.0,1.0,2.0,5.0,5.0,0.0,2.0,5.0
5.0,10.0,3.0,1.0,7.0,8.0,2.0,1.0,5.0
3.0,4.0,3.0,2.0,4.0,10.0,2.0,5.0,5.0
6.0,4.0,1.0,0.0,8.0,10.0,2.0,3.0,5.0
5.0,1.0,1.0,0.0,6.0,3.0,1.0,0.0,1.0
6.0,2.0,4.0,0.0,10.0,3.0,1.0,4.0,1.0
3.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,6.0
4.0,2.0,1.0,1.0,5.0,6.0,0.0,1.0,2.0
4.0,3.0,1.0,1.0,5.0,9.0,1.0,2.0,3.0
7.0,0.0,3.0,0.0,4.0,9.0,1.0,2.0,4.0
2.0,1.0,4.0,1.0,10.0,4.0,0.0,6.0,6.0
4.0,2.0,5.0,1.0,5.0,8.0,0.0,4.0,4.0
4.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,4.0
2.0,1.0,1.0,0.0,5.0,3.0,1.0,3.0,4.0
5.0,2.0,2.0,0.0,6.0,7.0,0.0,2.0,4.0
2.0,2.0,1.0,0.0,3.0,1.0,0.0,4.0,3.0
1.0,3.0,2.0,1.0,4.0,5.0,0.0,1.0,3.0
3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0
2.0,2.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0
1.0,2.0,2.0,1.0,4.0,8.0,1.0,5.0,2.0
3.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,5.0
2.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,1.0
0.0,0.0,0.0,2.0,12.0,2.0,0.0,1.0,2.0
2.0,4.0,1.0,0.0,6.0,2.0,1.0,2.0,2.0
2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
0.0,2.0,3.0,0.0,5.0,3.0,0.0,1.0,3.0
3.0,1.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0
3.0,2.0,3.0,0.0,5.0,4.0,0.0,1.0,0.0
1.0,2.0,1.0,2.0,5.0,2.0,1.0,0.0,4.0
1.0,2.0,2.0,2.0,2.0,10.0,0.0,1.0,3.0
0.0,2.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0
2.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,1.0
2.0,1.0,3.0,0.0,3.0,4.0,1.0,3.0,1.0
2.0,1.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0
0.0,4.0,0.0,1.0,10.0,2.0,0.0,2.0,2.0
2.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0
4.0,0.0,1.0,2.0,5.0,0.0,2.0,1.0,4.0
0.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0
1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
2.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,4.0
1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0
1.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0
0.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0,3.0
0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0
4.0,1.0,1.0,0.0,6.0,2.0,1.0,2.0,2.0
0.0,3.0,1.0,0.0,3.0,2.0,0.0,4.0,2.0
1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0
0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0
1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0
3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
4.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,1.0
2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0
0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
5.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0
0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0
1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0
2.0,2.0,0.0,1.0,11.0,0.0,0.0,3.0,1.0
0.0,2.0,1.0,0.0,5.0,0.0,1.0,3.0,3.0
1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0
1.0,1.0,3.0,0.0,4.0,2.0,1.0,1.0,2.0
2.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0
5.0,1.0,0.0,1.0,6.0,2.0,0.0,3.0,3.0
1.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,4.0
1.0,2.0,0.0,0.0,8.0,1.0,1.0,1.0,3.0
1.0,0.0,4.0,1.0,6.0,3.0,3.0,1.0,3.0
2.0,2.0,1.0,2.0,8.0,3.0,0.0,5.0,2.0
0.0,2.0,5.0,5.0,11.0,3.0,2.0,3.0,3.0
1.0,0.0,2.0,3.0,7.0,2.0,1.0,6.0,3.0
3.0,1.0,6.0,1.0,4.0,2.0,0.0,2.0,3.0
1.0,3.0,4.0,3.0,7.0,1.0,1.0,7.0,7.0
5.0,1.0,3.0,3.0,3.0,2.0,0.0,4.0,5.0
2.0,3.0,5.0,1.0,13.0,0.0,0.0,4.0,4.0
2.0,1.0,8.0,4.0,19.0,2.0,1.0,11.0,4.0
2.0,1.0,2.0,1.0,13.0,1.0,3.0,5.0,5.0
3.0,3.0,1.0,5.0,11.0,5.0,0.0,3.0,4.0
1.0,1.0,2.0,5.0,19.0,5.0,0.0,4.0,6.0
2.0,2.0,2.0,13.0,15.0,3.0,1.0,6.0,5.0
1.0,4.0,6.0,6.0,17.0,6.0,1.0,4.0,2.0
3.0,3.0,8.0,5.0,12.0,4.0,1.0,1.0,5.0
1.0,3.0,7.0,3.0,24.0,3.0,1.0,7.0,4.0
2.0,3.0,5.0,5.0,20.0,6.0,1.0,8.0,6.0
1.0,1.0,2.0,18.0,26.0,5.0,1.0,7.0,8.0
7.0,2.0,4.0,7.0,22.0,2.0,1.0,4.0,7.0
3.0,0.0,2.0,11.0,19.0,2.0,3.0,9.0,6.0
2.0,1.0,9.0,6.0,22.0,1.0,0.0,3.0,10.0
4.0,4.0,5.0,10.0,27.0,1.0,1.0,7.0,10.0
4.0,8.0,7.0,10.0,30.0,4.0,1.0,8.0,16.0
2.0,3.0,6.0,14.0,25.0,5.0,2.0,13.0,10.0
6.0,3.0,9.0,10.0,34.0,3.0,2.0,2.0,13.0
4.0,5.0,4.0,15.0,36.0,4.0,1.0,3.0,15.0
8.0,4.0,4.0,16.0,38.0,5.0,5.0,13.0,13.0
6.0,2.0,4.0,12.0,40.0,7.0,4.0,4.0,15.0
12.0,3.0,4.0,13.0,32.0,6.0,3.0,10.0,11.0
8.0,3.0,7.0,16.0,36.0,5.0,3.0,10.0,16.0
14.0,6.0,13.0,16.0,41.0,6.0,2.0,12.0,14.0
10.0,5.0,7.0,15.0,51.0,3.0,3.0,11.0,20.0
17.0,7.0,4.0,15.0,60.0,6.0,7.0,19.0,33.0
7.0,7.0,6.0,14.0,51.0,5.0,7.0,7.0,20.0
10.0,6.0,9.0,20.0,51.0,10.0,3.0,12.0,34.0
17.0,13.0,7.0,19.0,57.0,10.0,2.0,16.0,36.0
10.0,12.0,13.0,19.0,67.0,14.0,7.0,14.0,40.0
29.0,8.0,11.0,21.0,55.0,10.0,6.0,20.0,26.0
20.0,17.0,5.0,15.0,61.0,7.0,5.0,20.0,33.0
21.0,5.0,18.0,14.0,57.0,11.0,7.0,10.0,31.0
22.0,15.0,10.0,17.0,75.0,12.0,5.0,17.0,34.0
21.0,9.0,11.0,22.0,69.0,15.0,9.0,24.0,38.0
25.0,12.0,14.0,19.0,72.0,6.0,11.0,25.0,42.0
29.0,16.0,19.0,25.0,73.0,14.0,7.0,11.0,34.0
23.0,19.0,15.0,18.0,88.0,11.0,15.0,25.0,39.0
31.0,18.0,13.0,25.0,97.0,10.0,11.0,30.0,49.0
28.0,17.0,7.0,19.0,84.0,24.0,11.0,33.0,54.0
36.0,18.0,18.0,26.0,83.0,21.0,7.0,27.0,47.0
37.0,15.0,20.0,16.0,78.0,19.0,14.0,35.0,45.0
28.0,16.0,15.0,19.0,96.0,19.0,10.0,28.0,73.0
41.0,13.0,15.0,23.0,85.0,17.0,6.0,36.0,47.0
28.0,22.0,19.0,23.0,80.0,17.0,14.0,40.0,57.0
30.0,22.0,13.0,27.0,98.0,21.0,17.0,37.0,74.0
31.0,14.0,24.0,31.0,93.0,19.0,12.0,46.0,78.0
43.0,19.0,21.0,20.0,94.0,24.0,19.0,38.0,69.0
51.0,26.0,24.0,34.0,86.0,33.0,17.0,40.0,93.0
34.0,27.0,15.0,23.0,85.0,25.0,10.0,43.0,67.0
27.0,19.0,12.0,21.0,87.0,22.0,16.0,49.0,64.0
47.0,18.0,22.0,21.0,93.0,23.0,16.0,44.0,73.0
42.0,21.0,14.0,29.0,101.0,30.0,13.0,36.0,66.0
50.0,24.0,19.0,36.0,83.0,30.0,9.0,47.0,69.0
45.0,13.0,18.0,27.0,91.0,31.0,18.0,54.0,78.0
47.0,21.0,33.0,25.0,80.0,31.0,22.0,50.0,53.0
44.0,21.0,33.0,29.0,84.0,32.0,27.0,52.0,56.0
59.0,20.0,22.0,34.0,101.0,44.0,23.0,55.0,86.0
52.0,23.0,27.0,31.0,81.0,36.0,21.0,56.0,80.0
44.0,23.0,28.0,36.0,76.0,30.0,35.0,64.0,71.0
46.0,23.0,22.0,32.0,87.0,32.0,37.0,55.0,79.0
58.0,23.0,35.0,32.0,73.0,38.0,37.0,53.0,71.0
50.0,27.0,21.0,35.0,78.0,57.0,20.0,58.0,83.0
47.0,24.0,32.0,38.0,81.0,31.0,31.0,57.0,82.0
52.0,32.0,37.0,29.0,89.0,51.0,28.0,52.0,66.0
53.0,23.0,28.0,30.0,58.0,45.0,17.0,62.0,64.0
59.0,25.0,27.0,23.0,68.0,40.0,28.0,50.0,67.0
56.0,31.0,29.0,24.0,64.0,35.0,31.0,54.0,65.0
52.0,19.0,52.0,30.0,65.0,45.0,31.0,73.0,56.0
47.0,31.0,27.0,27.0,65.0,35.0,30.0,67.0,56.0
54.0,32.0,21.0,17.0,71.0,49.0,23.0,54.0,38.0
45.0,25.0,29.0,23.0,55.0,39.0,26.0,41.0,65.0
53.0,25.0,33.0,22.0,70.0,57.0,24.0,57.0,69.0
54.0,28.0,32.0,18.0,65.0,56.0,30.0,59.0,78.0
41.0,28.0,30.0,27.0,53.0,44.0,26.0,50.0,46.0
48.0,29.0,29.0,17.0,59.0,43.0,18.0,57.0,63.0
50.0,26.0,37.0,27.0,63.0,37.0,28.0,55.0,56.0
36.0,28.0,39.0,22.0,66.0,63.0,25.0,64.0,55.0
51.0,35.0,31.0,18.0,54.0,58.0,25.0,50.0,59.0
44.0,39.0,32.0,27.0,60.0,61.0,34.0,56.0,54.0
55.0,52.0,29.0,21.0,47.0,70.0,31.0,56.0,63.0
54.0,34.0,46.0,24.0,69.0,58.0,23.0,53.0,50.0
46.0,42.0,32.0,20.0,51.0,74.0,29.0,59.0,57.0
61.0,38.0,39.0,28.0,70.0,59.0,27.0,53.0,47.0
40.0,41.0,46.0,24.0,52.0,70.0,34.0,47.0,54.0
43.0,43.0,35.0,15.0,54.0,79.0,23.0,52.0,42.0
54.0,46.0,60.0,24.0,45.0,85.0,32.0,60.0,57.0
66.0,57.0,53.0,37.0,57.0,68.0,20.0,63.0,57.0
37.0,66.0,48.0,33.0,60.0,88.0,32.0,50.0,43.0
48.0,65.0,51.0,30.0,49.0,96.0,25.0,45.0,46.0
57.0,71.0,59.0,19.0,62.0,105.0,29.0,55.0,49.0
53.0,63.0,89.0,31.0,53.0,113.0,30.0,58.0,49.0
45.0,74.0,76.0,28.0,65.0,102.0,24.0,54.0,51.0
36.0,77.0,68.0,22.0,74.0,105.0,26.0,58.0,37.0
48.0,80.0,93.0,22.0,62.0,127.0,27.0,54.0,45.0
50.0,85.0,97.0,35.0,69.0,110.0,26.0,66.0,55.0
52.0,72.0,106.0,33.0,61.0,138.0,28.0,64.0,58.0
31.0,89.0,112.0,36.0,76.0,126.0,32.0,53.0,60.0
56.0,83.0,111.0,24.0,66.0,128.0,32.0,54.0,60.0
59.0,98.0,136.0,24.0,53.0,141.0,27.0,79.0,38.0
58.0,107.0,143.0,20.0,78.0,157.0,36.0,59.0,43.0
48.0,104.0,144.0,34.0,67.0,127.0,38.0,63.0,64.0
56.0,100.0,165.0,20.0,70.0,147.0,42.0,66.0,60.0
49.0,108.0,145.0,26.0,73.0,147.0,36.0,53.0,47.0
57.0,120.0,178.0,25.0,69.0,173.0,43.0,82.0,43.0
65.0,140.0,190.0,37.0,88.0,166.0,48.0,79.0,43.0
65.0,126.0,175.0,27.0,101.0,206.0,43.0,87.0,52.0
55.0,153.0,194.0,32.0,86.0,201.0,50.0,93.0,54.0
64.0,135.0,189.0,33.0,94.0,202.0,45.0,108.0,52.0
87.0,170.0,183.0,31.0,106.0,196.0,46.0,109.0,48.0
58.0,192.0,201.0,36.0,103.0,203.0,58.0,116.0,63.0
81.0,169.0,198.0,52.0,113.0,218.0,58.0,136.0,51.0
84.0,191.0,211.0,36.0,100.0,278.0,72.0,133.0,68.0
105.0,184.0,219.0,33.0,136.0,243.0,69.0,106.0,66.0
94.0,177.0,215.0,38.0,130.0,265.0,83.0,119.0,46.0
98.0,194.0,190.0,45.0,121.0,241.0,75.0,122.0,76.0
100.0,200.0,212.0,36.0,118.0,271.0,96.0,129.0,79.0
101.0,208.0,212.0,34.0,129.0,274.0,84.0,123.0,64.0
97.0,181.0,223.0,39.0,134.0,293.0,79.0,142.0,54.0
97.0,187.0,228.0,59.0,155.0,294.0,98.0,129.0,81.0
103.0,206.0,194.0,40.0,140.0,248.0,110.0,127.0,69.0
86.0,197.0,200.0,35.0,125.0,246.0,97.0,141.0,77.0
78.0,193.0,176.0,47.0,144.0,240.0,105.0,149.0,57.0
86.0,170.0,174.0,28.0,145.0,238.0,97.0,143.0,67.0
93.0,173.0,161.0,42.0,124.0,201.0,104.0,129.0,59.0
80.0,164.0,169.0,55.0,139.0,234.0,113.0,138.0,58.0
94.0,137.0,145.0,39.0,132.0,218.0,97.0,125.0,59.0
97.0,166.0,151.0,39.0,146.0,231.0,97.0,117.0,64.0
83.0,179.0,136.0,39.0,149.0,227.0,104.0,131.0,62.0
93.0,143.0,139.0,46.0,138.0,189.0,85.0,120.0,55.0
78.0,131.0,108.0,32.0,111.0,190.0,85.0,121.0,68.0
82.0,133.0,115.0,39.0,132.0,152.0,73.0,112.0,61.0
83.0,115.0,114.0,35.0,137.0,164.0,65.0,118.0,62.0
82.0,111.0,122.0,34.0,113.0,156.0,82.0,100.0,54.0
78.0,127.0,124.0,37.0,123.0,153.0,64.0,102.0,64.0
66.0,108.0,82.0,43.0,115.0,107.0,59.0,98.0,57.0
68.0,104.0,107.0,39.0,113.0,127.0,64.0,86.0,63.0
57.0,102.0,89.0,28.0,79.0,133.0,65.0,91.0,42.0
71.0,92.0,84.0,28.0,88.0,106.0,64.0,96.0,36.0
64.0,105.0,86.0,33.0,104.0,113.0,60.0,98.0,39.0
77.0,91.0,68.0,27.0,98.0,95.0,54.0,79.0,39.0
52.0,85.0,78.0,27.0,106.0,103.0,48.0,74.0,56.0
55.0,86.0,64.0,19.0,93.0,99.0,38.0,79.0,57.0
60.0,69.0,62.0,23.0,90.0,72.0,47.0,71.0,52.0
44.0,59.0,63.0,23.0,89.0,78.0,39.0,69.0,48.0
56.0,65.0,59.0,25.0,74.0,83.0,40.0,74.0,44.0
71.0,81.0,55.0,31.0,71.0,91.0,35.0,76.0,38.0
69.0,75.0,62.0,20.0,81.0,78.0,21.0,63.0,32.0
40.0,58.0,59.0,16.0,66.0,68.0,32.0,61.0,38.0
45.0,53.0,61.0,18.0,75.0,76.0,35.0,53.0,38.0
