start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,Standard deviation Standard error,1.24,1.28,1.17,1.25,1.25,1.22,1.17,1.25,1.27,1.25,1.25,1.21,1.24,1.23,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,Mean,3.03,2.88,3.18,3.01,2.98,3.05,3.05,3.0,2.97,3.08,2.88,2.98,3.29,3.04,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,NET: Bottom 2 box,716,419.0,297,108.0,99.0,119,102,119.0,112.0,156.0,228.0,206.0,115,166,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,1 - Not at all concerned,302,193.0,109,41.0,38.0,47,39,61.0,50.0,63.0,98.0,85.0,47,72,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,2,413,226.0,187,67.0,61.0,71,63,58.0,62.0,93.0,130.0,121.0,68,95,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,Unweighted base,2164,1113.0,1051,292.0,261.0,355,355,316.0,338.0,508.0,642.0,610.0,367,545,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,4,488,212.0,276,69.0,63.0,96,75,83.0,62.0,103.0,120.0,128.0,131,109,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,5 - Very concerned,299,135.0,164,41.0,35.0,45,42,48.0,45.0,78.0,69.0,75.0,80,75,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,NET: Top 2 box,787,347.0,440,110.0,98.0,141,117,131.0,107.0,181.0,189.0,203.0,211,184,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,Weighted base,2164,1058.0,1106,298.0,264.0,361,335,372.0,312.0,485.0,589.0,610.0,439,526,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-06-19,2020-06-21,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,3,661,292.0,369,80.0,67.0,101,116,122.0,93.0,148.0,171.0,201.0,113,176,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
2020-08-07,2020-08-09,to_what_extent_are_you_concerned_or_not_concerned_about_the_following_statements?_-_the_amount_of_false_or_misleading_information_you_may_be_getting_about_coronavirus,Standard deviation Standard error,1.22,1.24,1.19,1.14,1.15,1.17,1.2,1.29,1.24,1.25,1.21,1.19,1.17,1.28,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0
